sample_id,seas,site,block,plot,year,month,date,species,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Ceint,,,,,,,,,1,,,,,,,,,,,
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Cecun,,,,,2,,,,,,,,,,,,,,,
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Ercal,,,,,,,,,,,,,,,,,1,,,
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Erlan,,,,1,,1,,1,,,1,,,,,,,,,
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Adfas,,4,7,1,1,2,,,,,,,,,,4,4,9,12,12
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Cecun,,,,,1,,,,,,,,,,,,,,,
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Gicap,2,1,,,,,1,,2,1,1,,,,1,,2,,,
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Magra,,,,,,,,,,,,,1,1,,,,,,
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Namel,,,,,,,,2,,,,,,,,,,,,
L1E_UP,FA,L,L1,L1E,2017,6,29-Jun-17,Ehcal,,,,,,,,,,,1,,,,,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Acbra,,,1,,,,,,,,,,,,2,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Acpar,,,1,1,,1,,,,,,,,1,3,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Adfas,14,2,6,8,11,,,,1,2,,,,9,7,13,12,19,13,22
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Aicar,,,,,,,,,,,,,1,,1,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Ceint,,,,,,1,,,,,,,,,,,,,2,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Cecun,1,1,,,,,,,,,,,,2,,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Ceglo,1,1,,,,,,,,,,,,2,,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Erlan,,,,,,1,,,,3,,,,,,,,,2,1
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Gaapa,,,,,,,,,,,,,,,1,,,,,
L1E_UP,FA,L,L1,L1E,2018,5,21-Jun-18,Namel,,,,,,,,,,,,,2,,,,,,,
L1F_LW,FA,L,L1,L1F,2017,6,29-Jun-17,Gicap,1,,,,,1,,,,,,,,,,,,,,
L1F_LW,FA,L,L1,L1F,2018,5,21-Jun-18,Aicar,,,,,1,,,,1,,,,,,,,,,2,
L1F_LW,FA,L,L1,L1F,2018,5,21-Jun-18,Chpom,,,,,,,,,,,,,,,,1,,,,
L1F_LW,FA,L,L1,L1F,2018,5,21-Jun-18,Ehcal,,,,,,,,,,,,,,,1,,,,,
L1F_LW,FA,L,L1,L1F,2018,5,21-Jun-18,Erlan,,,,,,,,,,1,1,,1,,1,1,1,,,
L1F_LW,FA,L,L1,L1F,2018,5,21-Jun-18,Namel,,,,,,,,,,,,,,,,,1,,,
L1F_MI,FA,L,L1,L1F,2017,6,29-Jun-17,Adfas,,,,1,4,1,3,,,,1,5,5,6,9,4,3,4,5,5
L1F_MI,FA,L,L1,L1F,2017,6,29-Jun-17,Erlan,,,,,,,,3,,,,,,,,,,,,
L1F_MI,FA,L,L1,L1F,2017,6,29-Jun-17,Namel,,,,,,,,,1,,,,,,,,,,,
L1F_MI,FA,L,L1,L1F,2017,6,29-Jun-17,Ehcal,,,,,,,1,,,,1,,,,,,,,,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Acpar,1,2,,1,,2,1,1,1,,,,,,,4,2,,3,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Adfas,1,,2,2,4,1,3,2,3,4,6,2,5,9,6,8,3,3,3,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Aicar,,,,,,,,,,,,,,,,1,,1,,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Ehcal,,,,,,,,,,,,,,,,,1,,,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Erlan,,,,,1,,1,,,,,,,,,,,1,,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Femic,1,,,,,,,,,,,,,,,,,,,
L1F_MI,FA,L,L1,L1F,2018,5,21-Jun-18,Namel,,,,,,,1,,,1,,,,,,,,1,,
L1F_UP,FA,L,L1,L1F,2017,6,29-Jun-17,Gicap,1,,,,,,,,,,,,,,,,,,,
L1F_UP,FA,L,L1,L1F,2017,6,29-Jun-17,Namel,,,,1,1,,,,,,,1,1,2,,,,,,
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Acpar,,,,,,1,,,1,,,,,,,,1,,,
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Acpar,,,,,,,,,,,,,,,,,,,,
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Adfas,8,4,2,3,5,,,,3,2,,,3,1,1,8,5,9,9,7
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Ehcal,,1,2,,,,1,,,,,,,,,,1,,,
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Erlan,,,,,,,,,,,,,,,,1,2,1,,1
L1F_UP,FA,L,L1,L1F,2018,5,21-Jun-18,Namel,,,,,,,1,,,1,,,,,,,,,,
L2A_LW,FA,L,L2,L2A,2017,6,29-Jun-17,Acann,,,,,,,,,5,2,,,,,,,,3,3,1
L2A_LW,FA,L,L2,L2A,2017,6,29-Jun-17,Adfas,4,,,,4,,,,,2,8,5,5,9,8,5,7,4,1,2
L2A_LW,FA,L,L2,L2A,2017,6,29-Jun-17,Cecun,,,,,1,,,,,,,,,,,,,,,
L2A_MI,FA,L,L2,L2A,2017,6,29-Jun-17,Acann,1,,1,,2,,1,,,1,,,3,1,1,,,,,
L2A_MI,FA,L,L2,L2A,2017,6,29-Jun-17,Adfas,1,1,1,5,5,4,4,3,5,2,2,1,1,4,,,4,5,5,4
L2A_MI,FA,L,L2,L2A,2017,6,29-Jun-17,Chpom,,1,,,,4,2,1,,,,,1,,,1,,,,
L2A_MI,FA,L,L2,L2A,2017,6,29-Jun-17,Cuocc,1,,,,,,,,,,,,,,,,,,,
L2A_UP,FA,L,L2,L2A,2017,6,29-Jun-17,Acann,3,3,3,,1,1,,,,,2,,2,,,,,,,
L2A_UP,FA,L,L2,L2A,2017,6,29-Jun-17,Adfas,5,5,9,1,,,,,,,1,5,1,,,,,,,
L2A_UP,FA,L,L2,L2A,2017,6,29-Jun-17,Cecun,,,,2,,,,,,,,,,,,,,,,
L2A_UP,FA,L,L2,L2A,2017,6,29-Jun-17,Chpom,,,,,,,,,,,,,,,,,,,2,1
L2B_LW,FA,L,L2,L2B,2017,6,29-Jun-17,none,,,,,,,,,,,,,,,,,,,,
L2B_MI,FA,L,L2,L2B,2017,6,29-Jun-17,Acann,,,,,,,,,,,,,2,,,,,,,
L2B_MI,FA,L,L2,L2B,2017,6,29-Jun-17,Adfas,,1,,,,,,,,,,,,,1,,,,1,
L2B_MI,FA,L,L2,L2B,2017,6,29-Jun-17,Cecun,,,,,,,,,,,,,,,,,,,1,
L2B_MI,FA,L,L2,L2B,2017,6,29-Jun-17,Gicap,3,2,1,1,1,1,,2,,2,,,,2,1,3,2,1,1,2
L2B_UP,FA,L,L2,L2B,2017,6,29-Jun-17,Adfas,1,,,,,,,,,,,,,,,1,6,,,
L2C_LW,FA,L,L2,L2C,2017,6,29-Jun-17,Acann,,,,1,,,,,,,,,,,,,,,,
L2C_LW,FA,L,L2,L2C,2017,6,29-Jun-17,Adfas,6,1,3,5,,,,1,1,4,1,1,2,4,3,2,3,3,3,6
L2C_MI,FA,L,L2,L2C,2017,6,29-Jun-17,none,,,,,,,,,,,,,,,,,,,,
L2C_UP,FA,L,L2,L2C,2017,6,29-Jun-17,Acann,,,,1,1,,,,,,,,,,,,,,,
L2C_UP,FA,L,L2,L2C,2017,6,29-Jun-17,Adfas,,,,,6,,,,7,4,3,4,5,6,8,3,8,7,4,4
L2D_LW,FA,L,L2,L2D,2017,6,29-Jun-17,Adfas,1,,,,,,,,,,,,,,,,,,,
L2D_MI,FA,L,L2,L2D,2017,6,29-Jun-17,Adfas,3,1,6,3,4,3,3,,,,,,,,,,,,,
L2D_UP,FA,L,L2,L2D,2017,6,29-Jun-17,Adfas,4,3,2,3,3,5,7,4,6,5,,2,3,2,5,3,,,3,8
L2E_LW,FA,L,L2,L2E,2017,6,29-Jun-17,Adfas,,,,,,,,,1,1,1,,,,4,6,5,4,5,7
L2E_LW,FA,L,L2,L2E,2017,6,29-Jun-17,Aicar,,,,,,,,,,,,,1,1,2,,,,,
L2E_LW,FA,L,L2,L2E,2017,6,29-Jun-17,Arcan,,,,,,,,1,,,,,,,,,,,,
L2E_LW,FA,L,L2,L2E,2017,6,29-Jun-17,Chpom,,,,,,,,1,1,1,,,,,,,,,,
L2E_LW,FA,L,L2,L2E,2017,6,29-Jun-17,Loday,,,,,,,,,,2,,,,,,,,,,
L2E_MI,FA,L,L2,L2E,2017,6,29-Jun-17,Adfas,,1,,2,,,2,,1,1,,,,3,2,5,7,8,3,6
L2E_MI,FA,L,L2,L2E,2017,6,29-Jun-17,Aicar,,,,,1,1,,2,,,,,,,,,,,,
L2E_UP,FA,L,L2,L2E,2017,6,29-Jun-17,Adfas,8,5,5,5,4,2,4,6,2,8,,,,5,4,5,6,1,1,
L2F_LW,FA,L,L2,L2F,2017,6,29-Jun-17,Adfas,3,,,,,,,,,,4,6,,,,5,3,8,8,6
L2F_MI,FA,L,L2,L2F,2017,6,29-Jun-17,Adfas,2,2,3,6,5,4,3,4,4,3,8,6,6,4,4,7,3,4,2,5
L2F_UP,FA,L,L2,L2F,2017,6,29-Jun-17,Adfas,1,,,,,,,,,,,,,,,,,,,
L2F_UP,FA,L,L2,L2F,2017,6,29-Jun-17,Chpom,,,,,,3,,,,,,,,,,,,,,
L3C_LW,FA,L,L3,L3C,2017,6,29-Jun-17,Adfas,,,,,,,,,,,,2,5,2,,,,,,
L3C_LW,FA,L,L3,L3C,2017,6,29-Jun-17,Ercal,,,,,,,1,,,,,,,,,,,,,
L3C_LW,FA,L,L3,L3C,2017,6,29-Jun-17,Namel,,,3,1,,,1,,,,,,,,3,3,1,,4,3
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Acpar,,,,1,,,1,2,,,2,,,,,,1,2,,1
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Adfas,,,,,,,1,,,,,,,,,,,,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Aicar,,,,,,,,1,,,,,,,,,,,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Chpom,,,,,,,,,,,,,,,,,1,2,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Epmin,,,,,,,,,,,,,,,,1,,,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Femyu,,,,,,,,,,,,,,,,1,,,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Logal,,1,,,,,,,,,,,,,,,,,,
L3C_LW,FA,L,L3,L3C,2018,5,18-May-18,Namel,,1,1,,,,1,,1,2,,,,1,1,,,,1,2
L3C_MI,FA,L,L3,L3C,2017,6,29-Jun-17,Adfas,,,,,,,1,,3,1,,,,,,,,,2,
L3C_MI,FA,L,L3,L3C,2017,6,29-Jun-17,Namel,,3,,3,2,,,,,,,1,1,3,2,1,2,,,2
L3C_MI,FA,L,L3,L3C,2017,6,29-Jun-17,Ehcal,1,,,,,,,,,,,,,,,,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Acpar,1,1,1,,,1,,1,,,,,,,,1,,,,1
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Adfas,2,1,,,,,,,,,4,1,2,,,2,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Chpom,,,,,,,,,,,,,,,,,1,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Crmur,,,,,,,,,,,1,,,,,,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Ehcal,,1,,,,,,,,,,,,1,,,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Epmin,,,,,,,,,,,,,,1,,,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Gaphl,,,,,,,1,1,,,,,,,,,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Logal,,,,,,,,,,,,,,,,1,,,,
L3C_MI,FA,L,L3,L3C,2018,5,18-May-18,Namel,,,1,,1,1,,,1,,1,1,1,,1,1,,,1,
L3C_UP,FA,L,L3,L3C,2017,6,29-Jun-17,Namel,1,3,,2,1,,1,,1,1,1,2,3,,5,1,1,2,2,5
L3C_UP,FA,L,L3,L3C,2017,6,29-Jun-17,Ehcal,,,,,,,,,,,1,,,,,,,,,
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Acpar,,1,1,2,1,1,,1,2,1,,,,,1,,2,3,,1
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Adfas,,1,1,3,5,7,9,,2,,10,10,19,9,6,8,5,2,5,3
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Aicar,,,,,,,,,,,,,,,,,,1,,
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Ehcal,1,,,,,,,,,,,,,,,,,,,
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Epmin,1,,,,,,,,,,,,,,,,,,,
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Femic,,,,2,,,,,,,,,,,,,,,,
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Femyu,2,1,1,,,,,,,,,,,,,,2,,4,1
L3C_UP,FA,L,L3,L3C,2018,5,18-May-18,Namel,,,,,,1,,,1,1,,,,,1,,,,,2
L3D_LW,FA,L,L3,L3D,2017,6,29-Jun-17,Acann,,,,,,,,1,,,,,,,,,,,,
L3D_LW,FA,L,L3,L3D,2017,6,29-Jun-17,Adfas,,,3,5,5,,,,,1,1,3,5,,3,,,,,
L3D_LW,FA,L,L3,L3D,2017,6,29-Jun-17,Namel,,,,,1,,,,1,,,,,1,3,,,,,
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Acbra,,,,,,,,,,,,,,,,,,,,1
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Acpar,,,,2,,,,,,,,,,2,,1,,1,2,4
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Adfas,5,7,7,4,14,4,1,4,3,10,5,10,5,5,6,13,5,10,7,1
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Cecun,,,,,,,,,,,,,,,,,2,,,
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Crmur,,,,,,,,1,1,,,,,,,,,,,
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Ehcal,,,,,,,,,,,,,,3,1,1,4,,,
L3D_LW,FA,L,L3,L3D,2018,5,18-May-18,Namel,,,,,,,,,,,,,,,,,,,1,
L3D_MI,FA,L,L3,L3D,2017,6,29-Jun-17,Acann,,,,,,,,,,,,,,,2,,,,,
L3D_MI,FA,L,L3,L3D,2017,6,29-Jun-17,Adfas,,2,,,,,,,,,,1,,,,,4,,,
L3D_MI,FA,L,L3,L3D,2017,6,29-Jun-17,Namel,,,,3,3,,,1,,,1,5,1,,,3,,1,,
L3D_MI,FA,L,L3,L3D,2017,6,29-Jun-17,Femic,2,1,,,,,,,,,,,,,,,,,,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Acpar,,1,,,,,,,,1,1,1,,1,,,,,,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Adfas,3,5,2,5,3,,,1,,,,,1,,,1,4,10,,2
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Aicar,,,,,,,,,,1,1,,,,,,,,,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Crmur,,,,,,2,3,,,2,2,,,,,,,,2,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Epmin,,,,,,,,,,,,,,,1,,,,,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Femic,,,,,2,,,1,2,,,,3,,4,14,7,7,8,4
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Magra,,1,,,2,1,1,,2,,,,,,,,,,,
L3D_MI,FA,L,L3,L3D,2018,5,18-May-18,Namel,,,,,,,,,,,,1,,,,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Acann,,,,,,,,,,,,,,,1,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Adfas,,1,,,,7,3,2,3,2,,1,,,6,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Cecun,,,,,1,,,,,,,,,,,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Empen,5,2,2,,,,,,,,,,,,,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Magra,,,1,,,1,1,,,,,,,2,,,,,,
L3D_UP,FA,L,L3,L3D,2017,6,29-Jun-17,Ehcal,,,,,,,,,,,,1,,,,,,,,
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Acbra,,,,,,,,,,,,,,,1,,,,,
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Acpar,,,,,2,,2,1,1,1,,2,,,,2,,1,,1
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Adfas,,,1,,,6,9,5,18,4,16,5,,3,9,15,8,6,9,10
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Aicar,1,2,2,,2,1,,,,,,1,2,1,3,,2,1,2,2
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Crmur,4,4,1,1,,1,7,2,3,1,,,1,4,1,2,,,,
L3D_UP,FA,L,L3,L3D,2018,5,18-May-18,Namel,,1,,,,,,,,,,,,,,,,,,
L4A_LW,FA,L,L4,L4A,2017,6,29-Jun-17,Aicar,,,1,,,2,,1,,,,2,,1,,,,,,
L4A_LW,FA,L,L4,L4A,2017,6,29-Jun-17,Gaphl,,,1,,,,,,,,,,,,,,,,,
L4A_LW,FA,L,L4,L4A,2017,6,29-Jun-17,Namel,,,,,,,,,,,3,,,1,,,,3,,
L4A_LW,FA,L,L4,L4A,2017,6,29-Jun-17,Ehcal,,2,,3,2,,1,4,,,,,1,1,2,,,,2,2
L4A_MI,FA,L,L4,L4A,2017,6,29-Jun-17,Adfas,1,,,,,,,,,1,3,2,2,5,5,,,,,
L4A_MI,FA,L,L4,L4A,2017,6,29-Jun-17,Chpom,,,,,,,,,,,,,,,1,,,,,
L4A_MI,FA,L,L4,L4A,2017,6,29-Jun-17,Namel,,,,,,,,,1,,,,,,,,,,,
L4A_MI,FA,L,L4,L4A,2017,6,29-Jun-17,Ehcal,,,,,,1,,,,,,,,,,,,,,
L4A_UP,FA,L,L4,L4A,2017,6,29-Jun-17,Namel,,1,,,,,,,,1,,,,,,,,,,
L4A_UP,FA,L,L4,L4A,2017,6,29-Jun-17,Ehcal,,,,,1,2,,,,,1,,,,,,,,,
L4B_LW,FA,L,L4,L4B,2017,7,10-Jul-17,Adfas,1,,,,,,,,,,,,,,,,,,,
L4B_MI,FA,L,L4,L4B,2017,7,10-Jul-17,Adfas,1,,,,,6,5,1,1,,,,,,,,,,,
L4B_UP,FA,L,L4,L4B,2017,7,10-Jul-17,Adfas,4,1,,,,,,,,,,2,,,6,7,3,5,2,
L4C_LW,FA,L,L4,L4C,2017,7,10-Jul-17,Aicar,,,,,,1,1,,,,1,1,,,,,,,,
L4C_MI,FA,L,L4,L4C,2017,7,10-Jul-17,none,,,,,,,,,,,,,,,,,,,,
L4C_UP,FA,L,L4,L4C,2017,7,10-Jul-17,Aicar,,,,,,,,,,,,,,,,1,2,,,
L4C_UP,FA,L,L4,L4C,2017,7,10-Jul-17,Loday,,,,,,,,,,1,1,1,,,,,,,,
L4C_UP,FA,L,L4,L4C,2017,7,10-Jul-17,Namel,,,,,,,,,,,,,1,,,,,,,
L4D_LW,FA,L,L4,L4D,2017,7,10-Jul-17,Namel,,,,,1,,,,1,1,,,2,,2,,,,,
L4D_LW,FA,L,L4,L4D,2017,7,10-Jul-17,Femyu,,,,,,,,,,,1,,,,,,,,,
L4D_MI,FA,L,L4,L4D,2017,7,10-Jul-17,Aicar,,,1,1,1,,,,,,,,,,,,,,,
L4D_MI,FA,L,L4,L4D,2017,7,10-Jul-17,Chpom,,,,,,,,,,1,1,,1,,1,,,,,
L4D_MI,FA,L,L4,L4D,2017,7,10-Jul-17,Namel,,,,,,,,,1,2,,,,,,,,,,
L4D_UP,FA,L,L4,L4D,2017,7,10-Jul-17,Namel,,,,,,,,,,1,,1,,3,2,,,,1,1
L4E_LW,FA,L,L4,L4E,2017,7,10-Jul-17,Ercal,,,,,,,,,,,,,,,,1,5,,,
L4E_MI,FA,L,L4,L4E,2017,7,10-Jul-17,Adfas,,,,,,5,1,,,,,,,,,,,,,3
L4E_UP,FA,L,L4,L4E,2017,7,10-Jul-17,none,,,,,,,,,,,,,,,,,,,,
L5A_LW,FA,L,L5,L5A,2017,6,29-Jun-17,Adfas,,,,,,,2,4,3,6,,,,,,,,,,2
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Acbra,,,,,1,,,,,,1,1,,,,1,,,,
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Adfas,,,,,,,,,,,2,3,7,7,13,7,7,1,9,6
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Femic,,,,,,,,,,,,,,,,1,,,,
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Gicap,,1,,,,,,,,,,,,,,,,,,
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Lasal,,,,,,,,,,,1,,,,,,,,,
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Namel,,,,,,,1,,,,,1,,,,,,,,
L5A_LW,FA,L,L5,L5A,2018,5,21-May-18,Phimb,,,,,,1,,2,2,2,,,,1,,,,,,
L5A_MI,FA,L,L5,L5A,2017,6,29-Jun-17,Acann,,,,,,,,,,,1,1,,,,,,,,
L5A_MI,FA,L,L5,L5A,2017,6,29-Jun-17,Adfas,1,,,,,,,,,,,,,,1,2,,,,
L5A_MI,FA,L,L5,L5A,2018,5,21-May-18,Acbra,1,,,,2,,,,,1,,,,,1,1,1,,1,
L5A_MI,FA,L,L5,L5A,2018,5,21-May-18,Adfas,5,2,4,3,4,,,,,,,1,,,,,,,,3
L5A_MI,FA,L,L5,L5A,2018,5,21-May-18,Aicar,,,,,,,,,,,,,,,,,2,,2,
L5A_MI,FA,L,L5,L5A,2018,5,21-May-18,Cabre,,,,,,,,,,,1,,,,,,,,,
L5A_MI,FA,L,L5,L5A,2018,5,21-May-18,Femic,,,,,,,,,,,,,,,,1,,1,,
L5A_UP,FA,L,L5,L5A,2017,6,29-Jun-17,Acann,,,,,1,,,,,,,,,,,,,,,
L5A_UP,FA,L,L5,L5A,2017,6,29-Jun-17,Adfas,,,,,,,,,,,,,,,,1,,,,1
L5A_UP,FA,L,L5,L5A,2017,6,29-Jun-17,Cabre,,3,1,1,1,,,,,1,,,1,1,,,,,,3
L5A_UP,FA,L,L5,L5A,2017,6,29-Jun-17,Gicap,,,,,,,,,,,,,,,,4,,,1,3
L5A_UP,FA,L,L5,L5A,2017,6,29-Jun-17,Femic,,,,,5,,,,2,3,,1,,4,1,,,2,2,
L5A_UP,FA,L,L5,L5A,2018,5,21-May-18,Acbra,,,,,,,,,,,,1,1,1,,,,,,
L5A_UP,FA,L,L5,L5A,2018,5,21-May-18,Adfas,,,,,,,,,,,,,,1,1,,,,,
L5A_UP,FA,L,L5,L5A,2018,5,21-May-18,Cabre,,,,,,,,1,,,,1,,,,,,,,
L5A_UP,FA,L,L5,L5A,2018,5,21-May-18,Femic,1,2,1,2,2,1,,,3,3,4,2,2,3,2,1,1,1,3,
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Acann,,,,,,,,,,,,,,,,,,1,,
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Adfas,,,,,,,,,,2,,,,,,3,2,5,3,5
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Cabre,2,2,,,1,,,,,2,2,1,,1,,,1,,3,2
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Chpom,,,,1,,1,,1,,1,,1,1,,2,2,,,,
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Gicap,3,,,3,,,,,,,,,1,,,,,,,
L5B_LW,FA,L,L5,L5B,2017,6,29-Jun-17,Lasal,,,,,,2,1,4,,,,,,,,,,,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Acbra,,1,,1,1,,,,,1,,1,1,,,,,,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Adfas,,,,,,,,,,,5,4,,,,1,5,5,1,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Aicar,,,,,,,,1,,,,,,,,1,,1,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Cabre,1,1,,,,1,1,,1,,1,1,1,,,,,,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Femic,,,1,2,,3,1,3,,2,,,,,,,,,1,1
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Gacal,,,,,,,,,,,,,,,,,1,1,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Magra,,,,,,,,,,,,,2,1,,,1,1,,
L5B_LW,FA,L,L5,L5B,2018,5,21-May-18,Namel,,1,,,1,,,1,1,,,1,,,,,,1,,
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Acann,,,,,,,,,,,5,,,,,,,,,
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Adfas,,,,,,,4,2,,,1,,,,,,,,,
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Aicar,,,,,,,,,2,1,,,2,,2,,,,,1
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Chpom,1,,1,,,,,2,,1,2,,,5,1,,1,,1,
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Gicap,,,,1,,,,1,,2,1,3,,,,,,,1,1
L5B_MI,FA,L,L5,L5B,2017,6,29-Jun-17,Namel,,,,,,,,,,,,,2,,2,,,,,
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Acbra,1,,,2,1,2,,,,,,,,,1,,1,,,1
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Adfas,15,9,,7,3,4,1,3,,1,5,1,2,4,2,5,,,,
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Aicar,,,,,,,,,,,,,,1,,,,,,
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Cabre,,,,,,,2,,1,1,,,1,,,,,,,
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Cabre,,,,,,,,,,,,,,,,,,,2,1
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Femic,,1,,,,,,1,,,1,,,,,1,1,,,1
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Gacal,,1,,,,,,,,,1,,,,,,,,,
L5B_MI,FA,L,L5,L5B,2018,5,21-May-18,Magra,,,,,,,,,,,,1,,,,3,,,,
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Acann,,,,5,3,,2,,,,,,,,,1,,,,
